customer_id,tenure,monthly_charges,total_charges,gender,senior_citizen,partner,dependents,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,churn
1222,59,42.22827666385852,1886.1836296508682,Female,0,No,Yes,No,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,1
1223,20,40.81060345963728,6789.103724134194,Female,0,Yes,Yes,Yes,No,No,No,Yes,No,No internet service,No,Yes,One year,No,Electronic check,0
1224,63,95.37201765621296,2537.6753309524443,Female,0,Yes,Yes,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,1
1225,54,45.33793988293345,7935.958516826896,Female,0,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No internet service,Two year,No,Electronic check,0
1226,57,109.5076559161845,405.071184336782,Female,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,No internet service,One year,No,Electronic check,1
1227,41,77.39291361229823,1113.3865024542702,Male,0,Yes,No,No,No,No,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,1
1228,3,55.077762301031214,1874.646333789962,Male,0,No,No,No,Yes,DSL,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,1
1229,6,103.26937463494201,6507.737717581259,Male,1,Yes,Yes,No,No phone service,Fiber optic,No internet service,No,No,No,No,Yes,One year,No,Bank transfer,1
1230,5,69.34067004133952,7040.285951605724,Male,0,Yes,Yes,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,1
1231,5,111.16329137084756,664.4659068144366,Male,0,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,1
1232,54,112.8014236729381,356.4351199219836,Female,0,Yes,No,No,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,1
1233,47,36.54201521284094,5981.999171126176,Female,0,No,No,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,0
1234,49,20.232340613193028,1153.4808533535465,Female,1,No,Yes,No,No,DSL,No,No internet service,No internet service,Yes,No,Yes,Two year,No,Bank transfer,1
1235,9,118.39309401424022,1150.6888378896497,Female,0,No,No,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,No,Bank transfer,0
1236,20,110.61375361274794,276.6956225059912,Female,0,Yes,Yes,No,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,One year,Yes,Mailed check,1
1237,61,25.544523570384143,493.48223290903275,Female,0,Yes,No,No,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,One year,No,Bank transfer,0
1238,35,103.30342639410699,2183.036122904364,Female,0,Yes,Yes,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Mailed check,1
1239,50,65.78049325592066,613.5433663453698,Female,0,Yes,Yes,No,No phone service,DSL,No internet service,Yes,No internet service,No,No,No internet service,Two year,Yes,Electronic check,0
1240,62,45.89616050249752,3014.144824108277,Female,0,No,No,Yes,Yes,No,Yes,No internet service,Yes,Yes,No,No,Month-to-month,No,Mailed check,0
1241,17,107.87465236769299,6678.922746696057,Female,0,No,No,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,0
1242,3,39.66672323903073,2677.930032840582,Female,0,No,Yes,Yes,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,1
1243,32,114.7299999420067,5849.889884377036,Female,0,Yes,Yes,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No internet service,Two year,No,Electronic check,0
1244,13,40.56214876993411,841.8887221651377,Female,0,No,No,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,Two year,No,Bank transfer,0
1245,68,81.36831877287435,5309.063980613993,Male,0,Yes,Yes,No,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,No,One year,No,Mailed check,1
1246,14,42.30863345289748,2602.3027477337364,Female,0,No,Yes,No,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card,1
1247,11,74.56686649686347,6023.047741706601,Male,0,No,Yes,No,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer,1
1248,56,88.39751299151413,1176.3909110454167,Female,0,No,Yes,No,No,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer,1
1249,67,39.022793082013756,7193.278684339407,Female,0,Yes,Yes,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,One year,No,Mailed check,0
1250,29,72.08857827006793,2016.3599028936992,Female,0,No,Yes,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,One year,No,Credit card,1
1251,9,66.9059744390119,2889.7885669212938,Male,0,No,No,Yes,No phone service,No,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,No,Electronic check,0
1252,67,27.103742140334123,7606.4276154625295,Male,0,Yes,No,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,No,One year,No,Credit card,0
1253,25,101.8307817675303,4670.010641873786,Female,0,No,Yes,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,0
1254,42,53.56824006428417,2989.5949998078736,Female,0,No,Yes,No,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer,1
1255,9,77.45821975518795,7601.85696156569,Female,0,Yes,No,Yes,No phone service,DSL,No internet service,Yes,No,No,Yes,No internet service,Two year,No,Credit card,0
1256,40,71.47842349331344,2699.711593431253,Female,0,Yes,Yes,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,0
1257,25,71.32605045704423,849.4786301339202,Male,0,Yes,No,Yes,No,No,No internet service,Yes,No,No,No internet service,No,One year,No,Electronic check,0
1258,5,30.722239420848744,7975.106214089416,Male,0,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No internet service,Two year,No,Bank transfer,0
1259,11,62.34820092493328,2215.974872415419,Female,0,No,Yes,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,One year,No,Mailed check,1
1260,59,65.23667592065702,6824.9370047268985,Male,0,No,Yes,No,No,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,One year,Yes,Electronic check,0
1261,38,93.36428403644484,1407.7722791023893,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,0
1262,5,104.00188319206985,5877.696377041287,Female,0,No,No,No,No,Fiber optic,No,No,No internet service,Yes,No,No,One year,Yes,Credit card,1
1263,48,74.4982278100018,4243.150216330791,Female,0,No,No,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,1
1264,18,28.678295406499046,7849.161810492024,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,0
1265,70,43.684947059654625,4467.359813129956,Male,0,No,Yes,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,1
1266,37,36.49340268527311,297.61969993774755,Female,0,No,Yes,No,No phone service,No,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,0
1267,60,32.46150631891247,4870.636118030295,Male,1,No,No,No,No,No,Yes,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer,0
1268,48,56.58992986178076,1248.0000050593458,Female,0,Yes,Yes,No,No phone service,No,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,0
1269,28,42.9393502154382,6408.4732307284885,Female,0,No,No,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer,0
1270,69,41.83031118115123,6866.8887522702025,Male,0,No,Yes,No,Yes,DSL,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,0
1271,40,25.469317457626765,3908.538798478243,Male,0,No,Yes,No,Yes,Fiber optic,Yes,No internet service,No,No,No,No internet service,Two year,Yes,Mailed check,1
1272,45,21.767004479543388,6287.449510713159,Male,0,Yes,No,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,0
1273,62,30.27682426497818,1246.3748103046805,Male,1,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Bank transfer,1
1274,58,37.219747942363306,3987.417673631604,Male,0,No,No,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card,0
1275,67,63.098372884820314,3212.1596910556186,Male,1,No,No,Yes,Yes,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,0
1276,56,71.05202612988447,4929.407357719343,Female,0,Yes,No,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,One year,No,Credit card,0
1277,40,34.059191817336554,451.36979154496385,Male,0,Yes,No,No,Yes,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,No,Bank transfer,0
1278,40,62.478334152418626,6041.770422164156,Male,0,Yes,Yes,No,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,0
1279,33,54.17488423259273,725.121386850001,Female,1,Yes,No,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,One year,Yes,Bank transfer,1
1280,6,38.3423643497956,5286.124988488303,Male,0,No,Yes,No,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,One year,No,Credit card,0
1281,19,20.684074814836354,245.81208176555936,Male,0,Yes,Yes,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,No,Credit card,0
1282,40,66.70178665217418,6671.9157036781635,Female,0,Yes,Yes,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,One year,Yes,Bank transfer,0
1283,59,88.56517492651993,1480.1270787678725,Female,0,Yes,No,No,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Two year,Yes,Bank transfer,1
1284,59,42.6277334143807,4172.430060218225,Female,0,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Two year,No,Mailed check,0
1285,48,33.180682989667936,2165.7939394481928,Male,0,No,Yes,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer,0
1286,41,108.70427444469618,5808.912896282441,Female,1,No,Yes,No,No,DSL,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Credit card,1
1287,13,47.502477248779776,2638.673691498798,Male,0,No,Yes,No,Yes,No,No,Yes,No,Yes,No internet service,No,Two year,No,Electronic check,0
1288,45,42.36126197926647,5824.412629347706,Female,0,No,No,No,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,Two year,Yes,Credit card,0
1289,53,105.70969396099159,2350.4825340002644,Male,0,Yes,Yes,No,No,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,One year,No,Bank transfer,1
1290,42,101.71070991667612,6044.537418392504,Female,0,No,No,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card,0
1291,63,64.83464705246337,341.78342106154344,Female,1,No,Yes,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No internet service,No,Two year,No,Bank transfer,0
1292,27,68.92388614277745,2338.1595494534026,Female,0,Yes,No,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,Yes,One year,Yes,Mailed check,0
1293,38,41.774870483402196,4039.2047008782033,Male,0,No,No,No,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,0
1294,60,27.830167047955747,455.97069716583127,Male,0,No,Yes,No,No,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer,0
1295,7,77.34318253556611,1569.6690848331014,Female,0,No,No,No,No phone service,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,0
1296,5,29.834492159021313,7482.842154965506,Female,1,Yes,Yes,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer,1
1297,45,64.92745469566498,7816.990694923495,Female,0,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,1
1298,58,114.04971985130108,5944.024584384836,Female,0,Yes,Yes,No,Yes,Fiber optic,No,No,No,No internet service,No internet service,Yes,Two year,No,Credit card,1
1299,31,115.28343891705843,2092.3803998736116,Male,0,No,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card,1
1300,23,43.933228654735856,2158.087818944155,Female,0,Yes,Yes,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,0
1301,42,82.41134200456544,5201.743826581076,Female,0,Yes,No,No,No,No,No internet service,No internet service,No,No,Yes,Yes,Two year,Yes,Electronic check,0
1302,10,67.40762641078577,1029.036971129744,Male,0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,1
1303,32,107.5685127586106,7591.644105399896,Male,1,Yes,No,No,No,No,No,No,No internet service,No,No internet service,No,Two year,Yes,Mailed check,1
1304,53,47.143086427605326,1876.021906130458,Female,1,No,Yes,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,1
1305,30,20.370240683241686,7997.121440861006,Female,0,No,Yes,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,No,Two year,Yes,Credit card,1
1306,39,36.25612059314151,4016.2969828894375,Male,0,Yes,No,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,1
1307,31,54.952280116939804,6194.296913044197,Male,0,No,Yes,Yes,No phone service,No,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,1
1308,2,51.57211297704886,117.25434659390214,Female,0,No,Yes,No,Yes,No,No internet service,No,Yes,No internet service,No,No internet service,Two year,Yes,Credit card,0
1309,12,99.1362919122886,7121.096597537971,Male,0,No,No,No,No,Fiber optic,Yes,No internet service,No,Yes,No,No,One year,Yes,Electronic check,0
1310,39,88.05606661388379,2233.0161537665854,Male,0,Yes,No,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,1
1311,66,49.95563196148973,5376.700281929716,Female,0,No,Yes,No,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,0
1312,13,65.77438171662133,6470.206718269358,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,No,Bank transfer,1
1313,46,29.55591039583352,1396.7671504161162,Male,0,Yes,Yes,No,No phone service,No,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,0
1314,27,109.81464448201008,3595.8249025009086,Female,0,No,Yes,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,1
1315,17,113.54248244485342,4001.303931150195,Female,1,No,Yes,No,No,No,No internet service,No,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,1
1316,60,117.98035353809381,2565.743776179716,Female,0,No,Yes,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,1
1317,64,106.85528307858377,3905.8710548589534,Female,0,No,Yes,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,One year,Yes,Credit card,0
1318,35,37.39608876962255,2608.6106954771703,Female,0,No,Yes,No,Yes,DSL,Yes,No internet service,No,Yes,No internet service,No internet service,One year,No,Electronic check,0
1319,70,24.619648320162884,2949.907185936153,Male,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,Two year,No,Credit card,0
1320,30,77.9596727412674,5387.7163117516375,Male,0,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,0
1321,71,111.26050268831104,5097.486819609477,Female,0,No,No,Yes,No,No,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,0
1322,63,37.73513616597428,1934.8992338004493,Female,0,Yes,Yes,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Credit card,0
1323,28,20.704291462414186,7190.114789883854,Female,0,Yes,No,No,No phone service,No,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,0
1324,60,100.54960460322444,6916.029510803986,Male,0,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card,1
1325,37,27.6795684286734,4121.758122850618,Male,0,No,Yes,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,1
1326,22,61.37060319100304,3522.680867296428,Male,0,Yes,No,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Bank transfer,0
1327,68,87.8887337188785,3077.1622655744595,Male,0,Yes,No,No,No,Fiber optic,No,No,No,Yes,No,No internet service,Two year,No,Bank transfer,0
1328,20,43.679758545618014,5687.416557464869,Female,0,Yes,No,No,No phone service,DSL,Yes,No internet service,Yes,No,Yes,Yes,Two year,No,Bank transfer,0
1329,68,28.396256344672672,5406.1618519548165,Female,0,No,No,Yes,No,DSL,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,0
1330,64,97.00212284558286,1649.8267948100315,Male,1,Yes,No,Yes,No phone service,DSL,No,No,No,No internet service,Yes,Yes,Two year,Yes,Credit card,1
1331,17,83.01750848870415,5404.518447272854,Male,0,No,Yes,No,No,No,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer,1
1332,12,118.84904844868048,2094.2064334061156,Female,0,Yes,Yes,Yes,No phone service,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0
1333,22,54.43080333199593,246.61085853585197,Female,0,No,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Credit card,0
1334,17,26.17623862901997,5623.7485525452785,Female,0,Yes,No,No,Yes,DSL,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer,0
1335,10,93.43500353352958,5193.869459439921,Female,0,No,No,No,Yes,DSL,Yes,No,Yes,No,No internet service,No,One year,Yes,Mailed check,0
1336,65,72.17334188532456,3345.3931727572976,Female,0,Yes,Yes,Yes,No phone service,DSL,Yes,No,No internet service,No,Yes,Yes,One year,Yes,Mailed check,0
1337,22,41.3203931389135,4252.919841764098,Male,0,No,No,No,No,Fiber optic,No,Yes,No,Yes,Yes,No internet service,One year,Yes,Mailed check,1
1338,50,98.17289890047594,7582.636614475501,Female,0,No,Yes,No,No phone service,No,No internet service,Yes,No internet service,No internet service,No,Yes,Two year,No,Electronic check,0
1339,14,40.37554858499438,4802.081429152958,Male,0,Yes,No,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,Yes,Two year,No,Mailed check,1
1340,64,46.06616548329366,5297.283089158598,Male,0,Yes,No,No,No,No,Yes,Yes,No internet service,No,Yes,No internet service,One year,No,Credit card,0
1341,47,29.252855436671915,604.8994354982146,Female,0,No,Yes,No,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Credit card,0
1342,29,59.94322790308544,1411.3562393334894,Male,1,No,Yes,No,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,One year,No,Electronic check,0
1343,36,61.89292239374189,2477.5229836515464,Male,0,Yes,Yes,No,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,1
1344,52,71.45617903482984,4361.0966124223305,Female,0,No,No,No,No phone service,DSL,No,Yes,Yes,No internet service,No internet service,No,One year,No,Credit card,0
1345,7,90.89642671237775,6235.0680782682375,Male,0,Yes,No,No,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,One year,No,Electronic check,1
1346,29,110.61009286804259,2637.8029345298373,Female,0,Yes,Yes,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,0
1347,11,33.77340988878086,2915.421200782314,Female,0,No,No,Yes,No,DSL,No,No,No,No,Yes,No internet service,One year,No,Credit card,0
1348,33,25.434809834865707,2123.591992872616,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,1
1349,6,21.85312335943333,2111.4137014329162,Female,0,No,Yes,No,Yes,No,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,1
1350,32,34.36213780688163,7596.024382568893,Female,0,Yes,No,No,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,1
1351,51,85.79494857816259,5120.111718989231,Male,0,Yes,No,No,No,DSL,No,No,No internet service,No internet service,No,No,Two year,No,Credit card,0
1352,58,92.74770779964966,1331.61982396558,Female,0,Yes,No,Yes,No phone service,DSL,Yes,No internet service,No,Yes,Yes,Yes,One year,Yes,Mailed check,0
1353,26,98.65057135281222,5805.763766865653,Male,0,Yes,No,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,No,Mailed check,0
1354,46,44.37082119043427,5803.967032544229,Male,0,Yes,No,No,No phone service,No,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,0
1355,29,50.58948132615199,5365.11454882427,Female,0,Yes,No,Yes,No,No,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,1
1356,4,68.31346455654995,1164.2915162162426,Male,0,Yes,No,Yes,No,No,No,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,1
1357,13,26.31830968602265,3323.1327194097366,Female,0,Yes,Yes,No,No,No,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,1
1358,39,81.1141523211246,943.3750109058637,Male,0,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No internet service,No internet service,One year,No,Mailed check,0
1359,15,118.37350336757578,6551.301982327878,Female,0,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No internet service,No,One year,Yes,Mailed check,0
1360,29,56.08063113780025,5275.859931105562,Female,0,Yes,Yes,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card,1
1361,29,95.2847475091384,4106.911100465765,Male,1,Yes,Yes,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,1
1362,32,70.00339155696079,2809.8222643547133,Male,0,No,Yes,No,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,1
1363,2,32.781184436038274,1555.5708485060238,Female,0,No,Yes,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,1
1364,47,78.22374488025864,940.9359517815524,Female,0,Yes,No,Yes,Yes,DSL,No,No,No internet service,No,No internet service,No internet service,Two year,Yes,Credit card,0
1365,22,49.9874268444065,7757.000799541506,Male,0,Yes,Yes,Yes,No phone service,No,No internet service,No internet service,Yes,No,No,No,One year,No,Mailed check,0
1366,27,23.440320845345823,1677.2242714525821,Female,0,No,Yes,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,No internet service,One year,No,Credit card,0
1367,67,83.49297301177438,573.0095510989468,Female,0,Yes,No,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Credit card,0
1368,56,105.89323493247277,7697.167500241721,Male,0,Yes,Yes,No,Yes,DSL,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,No,Credit card,1
1369,21,54.47697668998742,4436.718756726834,Male,0,Yes,Yes,No,Yes,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,1
1370,47,59.02955472127705,6393.588206430029,Female,1,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,One year,No,Credit card,0
1371,59,109.10216829672115,445.7501928667166,Male,0,Yes,Yes,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No,Two year,Yes,Bank transfer,1
1372,6,101.36088133673559,4578.872274089272,Male,1,No,No,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card,1
1373,19,91.49528235517771,3245.8587165321615,Female,0,No,No,Yes,Yes,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Credit card,1
1374,57,44.8797063753148,6198.51903136408,Male,0,Yes,No,No,No phone service,DSL,Yes,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Credit card,0
1375,69,111.02166549666445,403.5626005485629,Male,0,No,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,0
1376,3,35.4415757539213,3273.3554916367534,Female,0,No,Yes,Yes,No,No,No,No,No internet service,Yes,No,No internet service,Two year,No,Mailed check,0
1377,1,82.67705194172218,6412.680013940949,Male,0,No,No,No,No,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Two year,No,Bank transfer,1
1378,58,22.88011805465187,4229.308390643123,Female,0,Yes,No,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Mailed check,0
1379,38,84.37198063249458,4445.306053888971,Male,1,Yes,No,No,No phone service,DSL,No internet service,Yes,No,No,No,No internet service,Two year,No,Mailed check,1
1380,15,47.71443518733598,867.6009875311275,Male,0,No,Yes,No,Yes,No,Yes,No,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,0
1381,34,64.967697718372,1145.4113933487217,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,0
1382,61,54.52645520570531,5448.296882389708,Male,0,No,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,1
1383,35,37.27567562462099,5432.8683160903665,Male,0,Yes,Yes,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,Yes,One year,No,Electronic check,0
1384,64,82.19807900938741,7834.916814592959,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,1
1385,25,108.19755551406074,5724.428605717848,Male,0,No,No,No,Yes,DSL,No internet service,No,No,Yes,No,No,Month-to-month,No,Electronic check,1
1386,24,115.90842422824034,3996.623617874234,Male,0,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1
1387,12,39.234636315391505,6872.889805915068,Male,0,No,Yes,No,Yes,No,No,No internet service,Yes,No,Yes,Yes,Two year,No,Mailed check,0
1388,18,91.73727740629734,925.3365879458962,Female,0,Yes,No,Yes,No,No,No internet service,No internet service,No,No internet service,Yes,Yes,Two year,No,Mailed check,1
1389,15,86.43393666056822,3649.436985080411,Male,0,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,0
1390,27,54.33777895745725,2368.161976327801,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card,1
1391,60,21.909919935372585,926.6386747282421,Female,0,No,Yes,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,0
1392,46,88.97912473128662,6131.6664692908935,Female,1,Yes,No,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Bank transfer,0
